"PKey","Name","ProjectId","FunctionId","TemplateId","IsTemplate","P1Type","P1Const","P1Pid","P2Type","P2Const","P2Pid","P3Type","P3Const","P3Pid","P4Type","P4Const","P4Pid","P5Type","P5Const","P5Pid","P6Type","P6Const","P6Pid","P7Type","P7Const","P7Pid","P8Type","P8Const","P8Pid"
"847","17acf529-f9fd-4e5f-ba71-37fdb92fa316","0","34","","0","0","0","ROC11,KW_C:A","0","0","ROC11,KW_C_STATUS:S","0","0","ROC11,PRI_KW_C:A","0","0","ROC11,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"848","39cff2b7-4eeb-4f79-bb6d-7c4c6899c7d6","0","34","","0","0","0","ROC11,KVAR:A","0","0","ROC11,KVAR_STATUS:S","0","0","ROC11,PRI_KVAR:A","0","0","ROC11,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"849","33ae8bd4-84a9-4668-a9f4-4431353fefc6","0","34","","0","0","0","ROC11,KVAR_COMP:A","0","0","ROC11,KVAR_COMP_STATUS:S","0","0","ROC11,PRI_KVAR_COMP:A","0","0","ROC11,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"850","fab87b6d-a492-4300-a57c-19cf390b2e90","0","34","","0","0","0","ROC11,KVAR_A:A","0","0","ROC11,KVAR_A_STATUS:S","0","0","ROC11,PRI_KVAR_A:A","0","0","ROC11,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"851","f79d8d64-0406-4343-82d9-1399eaa78682","0","34","","0","0","0","ROC11,KVAR_B:A","0","0","ROC11,KVAR_B_STATUS:S","0","0","ROC11,PRI_KVAR_B:A","0","0","ROC11,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"852","fed96533-00f1-4f98-973b-b1cfeb8164f7","0","34","","0","0","0","ROC11,KVAR_C:A","0","0","ROC11,KVAR_C_STATUS:S","0","0","ROC11,PRI_KVAR_C:A","0","0","ROC11,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"853","4745a72d-fe20-4334-8183-a39a3cbf3aba","0","34","","0","0","0","ROC11,V:A","0","0","ROC11,V_STATUS:S","0","0","ROC11,PRI_V:A","0","0","ROC11,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"854","d5ed90c6-853c-4328-9ccb-fef295ff9b80","0","34","","0","0","0","ROC11,V_A:A","0","0","ROC11,V_A_STATUS:S","0","0","ROC11,PRI_V_A:A","0","0","ROC11,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"855","63825ea6-5fee-4abe-847f-1593bd2abbc4","0","34","","0","0","0","ROC06,FREQUENCY:A","0","0","ROC06,FREQUENCY_STATUS:S","0","0","ROC06,PRI_FREQUENCY:A","0","0","ROC06,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"856","454fb568-5a38-4cf5-a38f-8acb8a302e2b","0","34","","0","0","0","ROC11,V_B:A","0","0","ROC11,V_B_STATUS:S","0","0","ROC11,PRI_V_B:A","0","0","ROC11,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"857","767d843e-a09e-417f-acba-4464a82f8462","0","34","","0","0","0","ROC11,V_C:A","0","0","ROC11,V_C_STATUS:S","0","0","ROC11,PRI_V_C:A","0","0","ROC11,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"858","9fcff481-dac9-4133-8784-1964b3546eaa","0","34","","0","0","0","WES01,KW_COMP:A","0","0","WES01,KW_COMP_STATUS:S","0","0","WES01,PRI_KW_COMP:A","0","0","WES01,CHK_KW_COMP:A","0","0","WES01,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"859","94296fa8-5644-4dd1-bcb8-ada287def9b1","0","34","","0","0","0","ROC11,A:A","0","0","ROC11,A_STATUS:S","0","0","ROC11,PRI_A:A","0","0","ROC11,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"860","d95ede1b-e18b-4783-bfb2-f5db016c5742","0","34","","0","0","0","ROC11,A_A:A","0","0","ROC11,A_A_STATUS:S","0","0","ROC11,PRI_A_A:A","0","0","ROC11,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"861","89c1f496-fc15-4891-9472-210881bc8a08","0","34","","0","0","0","ROC11,A_B:A","0","0","ROC11,A_B_STATUS:S","0","0","ROC11,PRI_A_B:A","0","0","ROC11,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"862","c852e035-94ff-4b7c-b5d8-d6d882ddf6d0","0","34","","0","0","0","ROC11,A_C:A","0","0","ROC11,A_C_STATUS:S","0","0","ROC11,PRI_A_C:A","0","0","ROC11,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"863","74da7191-03ca-4edd-b35c-000d399bb7a1","0","34","","0","0","0","ROC11,A_N:A","0","0","ROC11,A_N_STATUS:S","0","0","ROC11,PRI_A_N:A","0","0","ROC11,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"864","01a54df8-e3f1-4b80-a64d-475d6f488e1c","0","34","","0","0","0","ROC11,FREQUENCY:A","0","0","ROC11,FREQUENCY_STATUS:S","0","0","ROC11,PRI_FREQUENCY:A","0","0","ROC11,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"865","24f3338f-d4fa-4d55-93b5-25732e1f1489","0","34","","0","0","0","ROC11,PF:A","0","0","ROC11,PF_STATUS:S","0","0","ROC11,PRI_PF:A","0","0","ROC11,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"866","e7822166-4905-451c-8a5e-96cfac1a67ed","0","34","","0","0","0","ROC06,PF:A","0","0","ROC06,PF_STATUS:S","0","0","ROC06,PRI_PF:A","0","0","ROC06,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"867","f07f8de7-83e4-4af7-9ca0-627a7ded1891","0","34","","0","0","0","ROC11,PF_A:A","0","0","ROC11,PF_A_STATUS:S","0","0","ROC11,PRI_PF_A:A","0","0","ROC11,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"868","96d9bb74-9fc0-48c9-9e67-740743370e56","0","34","","0","0","0","ROC11,PF_B:A","0","0","ROC11,PF_B_STATUS:S","0","0","ROC11,PRI_PF_B:A","0","0","ROC11,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"869","6a0a5db5-c84a-4efa-b02b-1a7f44931159","0","34","","0","0","0","ROC11,PF_C:A","0","0","ROC11,PF_C_STATUS:S","0","0","ROC11,PRI_PF_C:A","0","0","ROC11,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"870","b64f7d8f-e8be-4b43-a88d-2215971ff8ce","0","34","","0","0","0","WES01,KW:A","0","0","WES01,KW_STATUS:S","0","0","WES01,PRI_KW:A","0","0","WES01,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"871","48269676-c4f4-4127-a136-ed41d390b895","0","34","","0","0","0","ROC11,KW:A","0","0","ROC11,KW_STATUS:S","0","0","ROC11,PRI_KW:A","0","0","ROC11,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"872","141be33d-60e7-424e-8232-7a3091e8a6ce","0","34","","0","0","0","ROC12,KW_COMP:A","0","0","ROC12,KW_COMP_STATUS:S","0","0","ROC12,PRI_KW_COMP:A","0","0","ROC12,CHK_KW_COMP:A","0","0","ROC12,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"873","ce28713f-4f54-4d7d-a509-cc881b889410","0","34","","0","0","0","ROC12,KW_A:A","0","0","ROC12,KW_A_STATUS:S","0","0","ROC12,PRI_KW_A:A","0","0","ROC12,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"874","edb392bf-921d-441c-81c2-732b492ee3aa","0","34","","0","0","0","ROC12,KW_B:A","0","0","ROC12,KW_B_STATUS:S","0","0","ROC12,PRI_KW_B:A","0","0","ROC12,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"875","e6dfc93d-8248-4ecb-afb1-12a5b852a10a","0","34","","0","0","0","ROC12,KW_C:A","0","0","ROC12,KW_C_STATUS:S","0","0","ROC12,PRI_KW_C:A","0","0","ROC12,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"876","7dd41464-7da6-4512-8a84-0dc800f2d3b1","0","34","","0","0","0","ROC12,KVAR:A","0","0","ROC12,KVAR_STATUS:S","0","0","ROC12,PRI_KVAR:A","0","0","ROC12,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"877","64f79719-2cbc-419a-b41a-a54b6f8da997","0","34","","0","0","0","ROC06,PF_A:A","0","0","ROC06,PF_A_STATUS:S","0","0","ROC06,PRI_PF_A:A","0","0","ROC06,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"878","4a21b1b2-5fb1-4b0e-9783-b856bd66288f","0","34","","0","0","0","ROC12,KVAR_COMP:A","0","0","ROC12,KVAR_COMP_STATUS:S","0","0","ROC12,PRI_KVAR_COMP:A","0","0","ROC12,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"879","2250a558-c886-43c7-a6e9-1d360a66008a","0","34","","0","0","0","ROC12,KVAR_A:A","0","0","ROC12,KVAR_A_STATUS:S","0","0","ROC12,PRI_KVAR_A:A","0","0","ROC12,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"880","2461c445-8ddc-46f3-ba27-ebdbc9ba0ea6","0","34","","0","0","0","ROC12,KVAR_B:A","0","0","ROC12,KVAR_B_STATUS:S","0","0","ROC12,PRI_KVAR_B:A","0","0","ROC12,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"881","3eb2df1d-be02-43fc-bcaf-14e7c6ee16b7","0","34","","0","0","0","ROC12,KVAR_C:A","0","0","ROC12,KVAR_C_STATUS:S","0","0","ROC12,PRI_KVAR_C:A","0","0","ROC12,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"882","183077fe-1f07-4c88-8ac8-ae0df2fa09af","0","34","","0","0","0","WES01,KW_A:A","0","0","WES01,KW_A_STATUS:S","0","0","WES01,PRI_KW_A:A","0","0","WES01,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"883","03b1d2ca-4ed7-4070-844c-14d6cc0a3b3d","0","34","","0","0","0","GRE03A,KVAR:A","0","0","GRE03A,KVAR_STATUS:S","0","0","GRE03A,PRI_KVAR:A","0","0","GRE03A,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"884","e9ff252d-ccd4-4a07-bb6b-794b6375bd5d","0","34","","0","0","0","ROC12,V:A","0","0","ROC12,V_STATUS:S","0","0","ROC12,PRI_V:A","0","0","ROC12,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"885","5cefbc85-00a4-4a2d-8f37-e019be3fd6e1","0","34","","0","0","0","ROC12,V_A:A","0","0","ROC12,V_A_STATUS:S","0","0","ROC12,PRI_V_A:A","0","0","ROC12,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"886","0a9ec08e-b53b-4be2-b3a8-9858a8beff6a","0","34","","0","0","0","ROC12,V_B:A","0","0","ROC12,V_B_STATUS:S","0","0","ROC12,PRI_V_B:A","0","0","ROC12,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"887","6169206c-95d1-4bbd-86ab-d1fcbb15a583","0","34","","0","0","0","ROC12,V_C:A","0","0","ROC12,V_C_STATUS:S","0","0","ROC12,PRI_V_C:A","0","0","ROC12,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"888","bd026ced-acd1-4b52-9909-e0bf15faf284","0","34","","0","0","0","ROC12,A:A","0","0","ROC12,A_STATUS:S","0","0","ROC12,PRI_A:A","0","0","ROC12,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"889","c14f59de-2c5f-444d-bc4c-0fa7c4e34388","0","34","","0","0","0","WES01,KVAR_B:A","0","0","WES01,KVAR_B_STATUS:S","0","0","WES01,PRI_KVAR_B:A","0","0","WES01,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"890","4ac4181f-8afe-4b9c-ad85-6c06477aaecb","0","34","","0","0","0","ROC12,A_A:A","0","0","ROC12,A_A_STATUS:S","0","0","ROC12,PRI_A_A:A","0","0","ROC12,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"891","c55213df-edcb-4b22-89e7-3f955566de70","0","34","","0","0","0","ROC12,A_B:A","0","0","ROC12,A_B_STATUS:S","0","0","ROC12,PRI_A_B:A","0","0","ROC12,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"892","56c31996-040e-4f39-9ebe-569ae965683c","0","34","","0","0","0","ROC12,A_C:A","0","0","ROC12,A_C_STATUS:S","0","0","ROC12,PRI_A_C:A","0","0","ROC12,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"893","f7a8ab20-bcfe-4d50-aacd-39a3e7a713df","0","34","","0","0","0","ROC12,A_N:A","0","0","ROC12,A_N_STATUS:S","0","0","ROC12,PRI_A_N:A","0","0","ROC12,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"894","f1261b55-d327-4b58-9f22-61015b8bb3e1","0","34","","0","0","0","EAS03,PF_A:A","0","0","EAS03,PF_A_STATUS:S","0","0","EAS03,PRI_PF_A:A","0","0","EAS03,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"895","a3736743-37bb-4e13-bf6f-a1115e20ca2d","0","34","","0","0","0","ROC12,FREQUENCY:A","0","0","ROC12,FREQUENCY_STATUS:S","0","0","ROC12,PRI_FREQUENCY:A","0","0","ROC12,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"896","f015e979-b2f3-4273-b626-f1701d8fcfa8","0","34","","0","0","0","WES01,KW_B:A","0","0","WES01,KW_B_STATUS:S","0","0","WES01,PRI_KW_B:A","0","0","WES01,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"897","3a9b60b0-d769-4fb0-87d2-41a8832ddb07","0","34","","0","0","0","ROC12,PF:A","0","0","ROC12,PF_STATUS:S","0","0","ROC12,PRI_PF:A","0","0","ROC12,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"898","a557f3d0-180a-4f48-9668-36d9679fd121","0","34","","0","0","0","ROC12,PF_A:A","0","0","ROC12,PF_A_STATUS:S","0","0","ROC12,PRI_PF_A:A","0","0","ROC12,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"899","2b912f96-8185-44d6-87e8-359d01c59fa3","0","34","","0","0","0","ROC12,PF_B:A","0","0","ROC12,PF_B_STATUS:S","0","0","ROC12,PRI_PF_B:A","0","0","ROC12,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"900","b038639b-7e6a-4c7d-92d9-bfab933ffec4","0","34","","0","0","0","ROC12,PF_C:A","0","0","ROC12,PF_C_STATUS:S","0","0","ROC12,PRI_PF_C:A","0","0","ROC12,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"901","2a88ec85-b222-4373-bfb7-b309448cc4a6","0","34","","0","0","0","ROC06,PF_B:A","0","0","ROC06,PF_B_STATUS:S","0","0","ROC06,PRI_PF_B:A","0","0","ROC06,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"902","5bd68d8e-6c14-493a-8588-09ba628bac65","0","34","","0","0","0","ROC12,KW:A","0","0","ROC12,KW_STATUS:S","0","0","ROC12,PRI_KW:A","0","0","ROC12,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"903","5ce91c38-9a83-46ad-a5bc-dc01bad366ab","0","34","","0","0","0","ROC05,KW_COMP:A","0","0","ROC05,KW_COMP_STATUS:S","0","0","ROC05,PRI_KW_COMP:A","0","0","ROC05,CHK_KW_COMP:A","0","0","ROC05,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"904","29614937-65d0-4288-a994-0a824f769fa6","0","45","","0","0","0","SYS$,PMPA_KVAR_COMP:A","0","0","SYS$,PMPA_CURRHRAVG_KVAR_COMP:A","0","0","SYS$,PMPA_LASTHRAVG_KVAR_COMP:A","1","60","","0","0","","0","0","","0","0","","0","0",""
"905","7579b270-2b14-4884-a20b-f3659d0f7b09","0","34","","0","0","0","ROC06,PF_C:A","0","0","ROC06,PF_C_STATUS:S","0","0","ROC06,PRI_PF_C:A","0","0","ROC06,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"906","9aefe8a9-882c-40d7-9d28-2ad4e22d9c0f","0","34","","0","0","0","ROC06,KW:A","0","0","ROC06,KW_STATUS:S","0","0","ROC06,PRI_KW:A","0","0","ROC06,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"907","dafd2de2-7b52-489b-9b4c-f468628ba569","0","34","","0","0","0","ROC07A,KW_COMP:A","0","0","ROC07A,KW_COMP_STATUS:S","0","0","ROC07A,PRI_KW_COMP:A","0","0","ROC07A,CHK_KW_COMP:A","0","0","ROC07A,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"908","4e39d32e-9644-4432-ae80-7f6a11f8901e","0","34","","0","0","0","ROC07A,KW_A:A","0","0","ROC07A,KW_A_STATUS:S","0","0","ROC07A,PRI_KW_A:A","0","0","ROC07A,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"909","87e71ffc-d215-464d-81d3-dc018e095b59","0","34","","0","0","0","ROC07A,KW_B:A","0","0","ROC07A,KW_B_STATUS:S","0","0","ROC07A,PRI_KW_B:A","0","0","ROC07A,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"910","81c9f49c-79d7-4647-b5a1-086e4400b7ec","0","34","","0","0","0","ROC07A,KW_C:A","0","0","ROC07A,KW_C_STATUS:S","0","0","ROC07A,PRI_KW_C:A","0","0","ROC07A,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"911","06e07213-629c-4a6c-b04e-86a2691292bd","0","34","","0","0","0","ROC07A,KVAR:A","0","0","ROC07A,KVAR_STATUS:S","0","0","ROC07A,PRI_KVAR:A","0","0","ROC07A,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"912","15bd4a3b-57b4-46b7-a7f8-210ca708675e","0","34","","0","0","0","ROC07A,KVAR_COMP:A","0","0","ROC07A,KVAR_COMP_STATUS:S","0","0","ROC07A,PRI_KVAR_COMP:A","0","0","ROC07A,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"913","a11ef2aa-9067-4153-ba56-9ca0f13ca453","0","34","","0","0","0","ROC07A,KVAR_A:A","0","0","ROC07A,KVAR_A_STATUS:S","0","0","ROC07A,PRI_KVAR_A:A","0","0","ROC07A,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"914","f33e71d2-e6de-4947-ab9d-8968d78a990b","0","34","","0","0","0","WES01,KVAR_C:A","0","0","WES01,KVAR_C_STATUS:S","0","0","WES01,PRI_KVAR_C:A","0","0","WES01,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"915","e56eee7b-ac14-43a5-a4e0-032b58f6bf3a","0","45","","0","0","0","SYS$,PMPA_MVAR_COMP:A","0","0","SYS$,PMPA_CURRHRAVG_MVAR_COMP:A","0","0","SYS$,PMPA_LASTHRAVG_MVAR_COMP:A","1","60","","0","0","","0","0","","0","0","","0","0",""
"916","cc1e7509-9c04-4f3d-90ae-99ce1ba2c091","0","34","","0","0","0","ROC07A,KVAR_B:A","0","0","ROC07A,KVAR_B_STATUS:S","0","0","ROC07A,PRI_KVAR_B:A","0","0","ROC07A,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"917","8438adc6-ca16-4ba7-9cc4-c711b2cf596d","0","34","","0","0","0","ROC07A,KVAR_C:A","0","0","ROC07A,KVAR_C_STATUS:S","0","0","ROC07A,PRI_KVAR_C:A","0","0","ROC07A,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"918","16811ad2-2904-4ae5-9c3d-2c48076be191","0","34","","0","0","0","ROC07A,V:A","0","0","ROC07A,V_STATUS:S","0","0","ROC07A,PRI_V:A","0","0","ROC07A,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"919","aa03c253-7a11-4ee7-9f1e-e962df2ab8e7","0","34","","0","0","0","ROC07A,V_A:A","0","0","ROC07A,V_A_STATUS:S","0","0","ROC07A,PRI_V_A:A","0","0","ROC07A,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"920","53fdfc93-88bd-4d39-b3be-dac0becfacea","0","34","","0","0","0","ROC07A,V_B:A","0","0","ROC07A,V_B_STATUS:S","0","0","ROC07A,PRI_V_B:A","0","0","ROC07A,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"921","18278c53-9a14-4af1-949c-56a90d7cd9af","0","34","","0","0","0","ROC07A,V_C:A","0","0","ROC07A,V_C_STATUS:S","0","0","ROC07A,PRI_V_C:A","0","0","ROC07A,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"922","822b4901-5a0e-473d-8d18-ca08e6d9523e","0","34","","0","0","0","ROC07A,A:A","0","0","ROC07A,A_STATUS:S","0","0","ROC07A,PRI_A:A","0","0","ROC07A,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"923","141397da-df2a-4084-84c9-90d54f0ae61c","0","34","","0","0","0","ROC07A,A_A:A","0","0","ROC07A,A_A_STATUS:S","0","0","ROC07A,PRI_A_A:A","0","0","ROC07A,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"924","2cd6f460-761d-4005-affc-c8b29606ff55","0","34","","0","0","0","ROC07A,A_B:A","0","0","ROC07A,A_B_STATUS:S","0","0","ROC07A,PRI_A_B:A","0","0","ROC07A,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"925","2b7fc5e7-a024-412d-b23f-e66f1460515b","0","34","","0","0","0","ROC07A,A_C:A","0","0","ROC07A,A_C_STATUS:S","0","0","ROC07A,PRI_A_C:A","0","0","ROC07A,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"926","af647cdb-e59e-4133-8efc-4d8f20074096","0","45","","0","0","0","SYS$,PMPA_MW_COMP_WLOSS:A","0","0","SYS$,PMPA_CURRHRAVG_MW_COMP_WLOSS:A","0","0","SYS$,PMPA_LASTHRAVG_MW_COMP_WLOSS:A","1","60","","0","0","","0","0","","0","0","","0","0",""
"927","5960df84-f58d-4f89-a55a-398c8c9413d0","0","34","","0","0","0","WES01,KVAR_COMP:A","0","0","WES01,KVAR_COMP_STATUS:S","0","0","WES01,PRI_KVAR_COMP:A","0","0","WES01,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"928","71e485c4-f4d6-4a50-8fde-3d23658484cb","0","34","","0","0","0","ROC07A,A_N:A","0","0","ROC07A,A_N_STATUS:S","0","0","ROC07A,PRI_A_N:A","0","0","ROC07A,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"929","6d210995-de9d-4c3e-9b2e-f3b227b82000","0","34","","0","0","0","ROC07A,FREQUENCY:A","0","0","ROC07A,FREQUENCY_STATUS:S","0","0","ROC07A,PRI_FREQUENCY:A","0","0","ROC07A,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"930","f19dd708-38ec-417e-b7c7-fbdd0b4c3a0c","0","34","","0","0","0","ROC07A,PF:A","0","0","ROC07A,PF_STATUS:S","0","0","ROC07A,PRI_PF:A","0","0","ROC07A,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"931","f23743b7-2eed-405f-9f91-32154d17c3e0","0","34","","0","0","0","ROC07A,PF_A:A","0","0","ROC07A,PF_A_STATUS:S","0","0","ROC07A,PRI_PF_A:A","0","0","ROC07A,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"932","b396d470-fa20-422c-80dd-4da4d3e48e94","0","34","","0","0","0","ROC07A,PF_B:A","0","0","ROC07A,PF_B_STATUS:S","0","0","ROC07A,PRI_PF_B:A","0","0","ROC07A,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"933","f9ed0a27-967e-47e1-b786-c76029034f56","0","34","","0","0","0","ROC07A,PF_C:A","0","0","ROC07A,PF_C_STATUS:S","0","0","ROC07A,PRI_PF_C:A","0","0","ROC07A,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"934","48b28b1d-0df1-40cb-9afe-c2c57fd15aa4","0","34","","0","0","0","ROC07A,KW:A","0","0","ROC07A,KW_STATUS:S","0","0","ROC07A,PRI_KW:A","0","0","ROC07A,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"935","3a2df5c7-98da-4643-bd39-894a90398dad","0","34","","0","0","0","ROC08,KW_COMP:A","0","0","ROC08,KW_COMP_STATUS:S","0","0","ROC08,PRI_KW_COMP:A","0","0","ROC08,CHK_KW_COMP:A","0","0","ROC08,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"936","96669f60-f21e-4d57-b94b-a717e883f5e1","0","34","","0","0","0","ROC08,KW:A","0","0","ROC08,KW_STATUS:S","0","0","ROC08,PRI_KW:A","0","0","ROC08,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"937","93f03364-9c7f-471c-9a87-8eb117c067eb","0","3","","0","0","0","SYS$,VARIABLE3:A","0","0","DUKE,CATAWBA1_GROSS:A","0","0","DUKE,CATAWBA1_GNA:A","0","0","","0","0","SYS$,VARIABLE4:A","0","0","DUKE,CATAWBA2_GNA:A","0","0","DUKE,CATAWBA2_GROSS:A","0","0",""
"938","3a6f5c66-20bb-4326-bd99-7391f7654f4a","0","34","","0","0","0","ROC08,KVAR_COMP:A","0","0","ROC08,KVAR_COMP_STATUS:S","0","0","ROC08,PRI_KVAR_COMP:A","0","0","ROC08,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"939","e0d3442f-4ffe-476d-a062-e957fb771107","0","34","","0","0","0","WES01,V:A","0","0","WES01,V_STATUS:S","0","0","WES01,PRI_V:A","0","0","WES01,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"940","5f9eb995-e48f-44a6-a300-6f40ab113ed2","0","34","","0","0","0","ROC08,KW_A:A","0","0","ROC08,KW_A_STATUS:S","0","0","ROC08,PRI_KW_A:A","0","0","ROC08,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"941","d1ae3609-b8e5-4602-806e-19201aab36f7","0","34","","0","0","0","ROC08,KW_B:A","0","0","ROC08,KW_B_STATUS:S","0","0","ROC08,PRI_KW_B:A","0","0","ROC08,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"942","08de4d27-f5e4-44e9-96e6-c2ef18a8fd0a","0","34","","0","0","0","ROC08,KW_C:A","0","0","ROC08,KW_C_STATUS:S","0","0","ROC08,PRI_KW_C:A","0","0","ROC08,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"943","cf0c4f97-f63f-438c-895d-65147e22aa9a","0","34","","0","0","0","ROC08,KVAR:A","0","0","ROC08,KVAR_STATUS:S","0","0","ROC08,PRI_KVAR:A","0","0","ROC08,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"944","4bc551ea-5198-400e-a9e5-5ffa7ceac82d","0","34","","0","0","0","ROC08,KVAR_A:A","0","0","ROC08,KVAR_A_STATUS:S","0","0","ROC08,PRI_KVAR_A:A","0","0","ROC08,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"945","b136a929-faa0-4662-9475-07b81cbc589a","0","34","","0","0","0","ROC08,KVAR_B:A","0","0","ROC08,KVAR_B_STATUS:S","0","0","ROC08,PRI_KVAR_B:A","0","0","ROC08,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
