RTUID,NAME,ENGUNITS,SCALEFACT,STATIONPID,PREMGHI,PREMGSEVHI,EMGHI,EMGSEVHI,PREMGLO,PREMGSEVLO,EMGLO,EMGSEVLO
ROC11_CHK,CHK_PF_B,,0.001,ROC11,0,0,0,0,0,0,0,0
ROC11_CHK,CHK_PF_C,,0.001,ROC11,0,0,0,0,0,0,0,0
,KVAR,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
,V,V,1.0,GRE07A,0,0,0,0,0,0,0,0
,V_A,V,1.0,GRE07A,0,0,0,0,0,0,0,0
,V_B,V,1.0,GRE07A,0,0,0,0,0,0,0,0
,V_C,V,1.0,GRE07A,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,ROC11,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,ROC11,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,ROC11,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,ROC11,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
,V,V,0.0,ROC11,0,0,0,0,0,0,0,0
,V_A,V,0.0,ROC11,0,0,0,0,0,0,0,0
,V_B,V,0.0,ROC11,0,0,0,0,0,0,0,0
,V_C,V,0.0,ROC11,0,0,0,0,0,0,0,0
,A,A,0.0,ROC11,0,0,0,0,0,0,0,0
,A_A,A,0.0,ROC11,0,0,0,0,0,0,0,0
,A_B,A,0.0,ROC11,0,0,0,0,0,0,0,0
,A_C,A,0.0,ROC11,0,0,0,0,0,0,0,0
,PF,,0.0,ROC11,0,0,0,0,0,0,0,0
,PF_A,,0.0,ROC11,0,0,0,0,0,0,0,0
,PF_B,,0.0,ROC11,0,0,0,0,0,0,0,0
,PF_C,,0.0,ROC11,0,0,0,0,0,0,0,0
,KW,KW,1.0,ROC11,0,0,0,0,0,0,0,0
,A,A,1.0,GRE07A,0,0,0,0,0,0,0,0
,A_A,A,1.0,GRE07A,0,0,0,0,0,0,0,0
,A_B,A,1.0,GRE07A,0,0,0,0,0,0,0,0
,A_C,A,1.0,GRE07A,0,0,0,0,0,0,0,0
,PF,,1.0,GRE07A,0,0,0,0,0,0,0,0
,PF_A,,1.0,GRE07A,0,0,0,0,0,0,0,0
,PF_B,,1.0,GRE07A,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,ROC11,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,ROC11,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,ROC11,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,ROC11,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KW_COMP,KW,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KW_A,KW,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KW_B,KW,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KW_C,KW,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KVAR_COMP,KVAR,24.0,NEW06A,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KVAR_A,KVAR,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KVAR_B,KVAR,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KVAR_C,KVAR,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_V,V,0.0012,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_V_A,V,0.0012,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_V_B,V,0.0012,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_V_C,V,0.0012,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_A,A,2.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_A_A,A,2.0,NEW06A,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,ROC04,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,ROC04,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,ROC04,0,0,0,0,0,0,0,0
,PF_C,,1.0,GRE07A,0,0,0,0,0,0,0,0
,KW,KW,1.0,GRE07A,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,GRE07A,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,1.0,GRE07A,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
,60MIN_KW,KW,1.0,GRE07A,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,1.0,GRE07A,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_A_N,A,0.8,GRE07B,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_A_B,A,2.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_A_C,A,2.0,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_PF,,0.01,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_PF_A,,0.01,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_PF_B,,0.01,NEW06A,0,0,0,0,0,0,0,0
,CHK_KVAR_A,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
,CHK_KVAR_B,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
,CHK_KVAR_C,KVAR,1.0,ROC04,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_PF_C,,0.01,NEW06A,0,0,0,0,0,0,0,0
NEW06A_CHK,CHK_KW,KW,24.0,NEW06A,0,0,0,0,0,0,0,0
NEW06B_CHK,CHK_A_N,A,2.0,NEW06B,0,0,0,0,0,0,0,0
NEW06B_CHK,CHK_FREQUENCY,,0.01,NEW06B,0,0,0,0,0,0,0,0
NEW06B_CHK,CHK_KVAR,KVAR,24.0,NEW06B,0,0,0,0,0,0,0,0
NEW06B_PRI,PRI_KVAR_COMP,KVAR,24.0,NEW06B,0,0,0,0,0,0,0,0
NEW06B_PRI,PRI_FREQUENCY,,0.01,NEW06B,0,0,0,0,0,0,0,0
NEW06B_PRI,PRI_A_N,A,2.0,NEW06B,0,0,0,0,0,0,0,0
,A_N,A,1.0,NEW06B,0,0,0,0,0,0,0,0
,CHK_PF_A,,1.0,ROC04,0,0,0,0,0,0,0,0
,CHK_PF_B,,1.0,ROC04,0,0,0,0,0,0,0,0
,CHK_PF_C,,1.0,ROC04,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_FREQUENCY,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KVAR,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KVAR_COMP,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_FREQUENCY,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_A_N,A,0.8,GRE07B,0,0,0,0,0,0,0,0
,A_N,A,1.0,GRE07B,0,0,0,0,0,0,0,0
,FREQUENCY,,1.0,GRE07B,0,0,0,0,0,0,0,0
,KVAR_COMP,KVAR,1.0,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,ROC04,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,ROC04,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,ROC04,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,ROC04,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
,V,V,0.0,ROC04,0,0,0,0,0,0,0,0
,V_A,V,0.0,ROC04,0,0,0,0,0,0,0,0
,V_B,V,0.0,ROC04,0,0,0,0,0,0,0,0
,V_C,V,0.0,ROC04,0,0,0,0,0,0,0,0
,A,A,0.0,ROC04,0,0,0,0,0,0,0,0
,A_A,A,0.0,ROC04,0,0,0,0,0,0,0,0
,A_B,A,0.0,ROC04,0,0,0,0,0,0,0,0
,A_C,A,0.0,ROC04,0,0,0,0,0,0,0,0
,PF,,0.0,ROC04,0,0,0,0,0,0,0,0
,PF_A,,0.0,ROC04,0,0,0,0,0,0,0,0
,PF_B,,0.0,ROC04,0,0,0,0,0,0,0,0
,PF_C,,0.0,ROC04,0,0,0,0,0,0,0,0
,KW,KW,1.0,ROC04,0,0,0,0,0,0,0,0
,GR_KW,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
,GR_KVAR,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KW_COMP,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KW_A,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KW_B,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KW_C,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KVAR,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,ROC04,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,ROC04,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,ROC04,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,ROC04,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_KW_COMP,KW,0.24,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_KW_A,KW,0.24,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_KW_B,KW,0.24,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_KW_C,KW,0.24,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_KVAR_COMP,KVAR,0.24,ROC05,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_V,V,0.0012,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_V_A,V,0.0012,ROC05,0,0,0,0,10,3,0,0
ROC05_PRI,PRI_V_B,V,0.0012,ROC05,0,0,0,0,10,3,0,0
ROC05_PRI,PRI_V_C,V,0.0012,ROC05,0,0,0,0,10,3,0,0
ROC05_PRI,PRI_A,A,2.0,ROC05,0,0,0,0,0,0,0,0
ROC05_PRI,PRI_A_A,A,2.0,ROC05,0,0,0,0,5,3,0,0
ROC05_PRI,PRI_A_B,A,2.0,ROC05,0,0,0,0,5,3,0,0
ROC05_PRI,PRI_A_C,A,2.0,ROC05,0,0,0,0,5,3,0,0
ROC05_PRI,PRI_PF,,0.01,ROC05,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,ROC05,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,ROC05,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,ROC05,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KVAR_A,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KVAR_B,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KVAR_C,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_V,V,0.0006,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_V_A,V,0.0006,GRE07B,0,0,0,0,4,3,0,0
GRE07B_PRI,PRI_V_B,V,0.0006,GRE07B,0,0,0,0,4,3,0,0
GRE07B_PRI,PRI_V_C,V,0.0006,GRE07B,0,0,0,0,4,3,0,0
GRE07B_PRI,PRI_A,A,0.8,GRE07B,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KW_COMP,KW,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KW_A,KW,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KW_B,KW,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KW_C,KW,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KVAR,KVAR,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KVAR_A,KVAR,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KVAR_B,KVAR,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_KVAR_C,KVAR,0.024,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_V,V,0.00012,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_V_A,V,0.00012,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_V_B,V,0.00012,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_V_C,V,0.00012,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_A,A,0.2,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_A_A,A,0.2,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_A_B,A,0.2,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_A_C,A,0.2,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,CHK_PF,,0.001,ROC05,0,0,0,0,0,0,0,0
,CHK_PF_A,,1.0,ROC05,0,0,0,0,0,0,0,0
,CHK_PF_B,,1.0,ROC05,0,0,0,0,0,0,0,0
,CHK_PF_C,,1.0,ROC05,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_A_A,A,0.8,GRE07B,0,0,0,0,5,3,0,0
GRE07B_PRI,PRI_A_B,A,0.8,GRE07B,0,0,0,0,5,3,0,0
GRE07B_PRI,PRI_A_C,A,0.8,GRE07B,0,0,0,0,5,3,0,0
GRE07B_PRI,PRI_PF,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_PF_A,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_PF_B,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_PF_C,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_PRI,PRI_KW,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP,KW,12.0,ROC05,0,0,0,0,0,0,0,0
,KW_A,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,KW_B,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,KW_C,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,KVAR,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,V,V,1.0,ROC05,0,0,0,0,0,0,0,0
,V_A,V,1.0,ROC05,0,0,0,0,0,0,0,0
,V_B,V,1.0,ROC05,0,0,0,0,0,0,0,0
,V_C,V,1.0,ROC05,0,0,0,0,0,0,0,0
,A,A,1.0,ROC05,0,0,0,0,0,0,0,0
,A_A,A,1.0,ROC05,0,0,0,0,0,0,0,0
,A_B,A,1.0,ROC05,0,0,0,0,0,0,0,0
,A_C,A,1.0,ROC05,0,0,0,0,0,0,0,0
,PF,,1.0,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,PF_A,,0.001,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,PF_B,,0.001,ROC05,0,0,0,0,0,0,0,0
ROC05_CHK,PF_C,,0.001,ROC05,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KW_COMP,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KW_A,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KW_B,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KW_C,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KVAR_COMP,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KVAR_A,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KVAR_B,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KVAR_C,KVAR,4.8,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
,60MIN_KW,KW,1.0,ROC05,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,1.0,ROC05,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KW_COMP,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KW_A,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KW_B,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KW_C,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KVAR_COMP,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KVAR_A,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KVAR_B,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_KVAR_C,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_V,V,0.00012,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_V_A,V,0.00012,ROC06,0,0,0,0,10,3,0,0
ROC06_PRI,PRI_V_B,V,0.00012,ROC06,0,0,0,0,10,3,0,0
ROC06_PRI,PRI_V_C,V,0.00012,ROC06,0,0,0,0,10,3,0,0
ROC06_PRI,PRI_A,A,0.12,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_A_A,A,0.12,ROC06,0,0,0,0,5,3,0,0
ROC06_PRI,PRI_A_B,A,0.12,ROC06,0,0,0,0,5,3,0,0
ROC06_PRI,PRI_A_C,A,0.12,ROC06,0,0,0,0,5,3,0,0
ROC06_PRI,PRI_PF,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_PF_A,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_PF_B,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_PRI,PRI_PF_C,,0.001,ROC06,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_V,V,0.0006,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_V_A,V,0.0006,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_V_B,V,0.0006,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_V_C,V,0.0006,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_A,A,0.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_A_A,A,0.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_A_B,A,0.8,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_A_C,A,0.8,GRE07B,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KW_COMP,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KW_A,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KW_B,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KW_C,KW,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KVAR,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KVAR_A,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KVAR_B,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_KVAR_C,KVAR,0.0144,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_V,V,0.00012,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_V_A,V,0.00012,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_V_B,V,0.00012,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_V_C,V,0.00012,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_A,A,0.12,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_A_A,A,0.12,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_A_B,A,0.12,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_A_C,A,0.12,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_PF,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_PF_A,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_PF_B,,0.001,ROC06,0,0,0,0,0,0,0,0
ROC06_CHK,CHK_PF_C,,0.001,ROC06,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_PF,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_PF_A,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_PF_B,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_PF_C,,0.01,GRE07B,0,0,0,0,0,0,0,0
GRE07B_CHK,CHK_KW,KW,4.8,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
,KW_A,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
,KW_B,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,ROC06,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,ROC06,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,ROC06,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,ROC06,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
,V,V,0.0,ROC06,0,0,0,0,0,0,0,0
,V_A,V,0.0,ROC06,0,0,0,0,0,0,0,0
,V_B,V,0.0,ROC06,0,0,0,0,0,0,0,0
,V_C,V,0.0,ROC06,0,0,0,0,0,0,0,0
,A,A,0.0,ROC06,0,0,0,0,0,0,0,0
,A_A,A,0.0,ROC06,0,0,0,0,0,0,0,0
,A_B,A,0.0,ROC06,0,0,0,0,0,0,0,0
,A_C,A,0.0,ROC06,0,0,0,0,0,0,0,0
,PF,,0.0,ROC06,0,0,0,0,0,0,0,0
,PF_A,,0.0,ROC06,0,0,0,0,0,0,0,0
,PF_B,,0.0,ROC06,0,0,0,0,0,0,0,0
,PF_C,,0.0,ROC06,0,0,0,0,0,0,0,0
,KW,KW,1.0,ROC06,0,0,0,0,0,0,0,0
,KW_C,KW,1.0,GRE07B,0,0,0,0,0,0,0,0
,KVAR,KVAR,1.0,GRE07B,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,1.0,GRE07B,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,1.0,GRE07B,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,1.0,GRE07B,0,0,0,0,0,0,0,0
,V,V,1.0,GRE07B,0,0,0,0,0,0,0,0
,V_A,V,1.0,GRE07B,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,ROC06,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,ROC06,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,ROC06,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,ROC06,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_KW_COMP,KW,0.072,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_KW_A,KW,0.072,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_KW_B,KW,0.072,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_KW_C,KW,0.072,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_KVAR_COMP,KVAR,0.072,UNI01,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,UNI01,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,UNI01,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_V,V,0.0006,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_V_A,V,0.0006,UNI01,0,0,0,0,4,3,0,0
UNI01_PRI,PRI_V_B,V,0.0006,UNI01,0,0,0,0,4,3,0,0
UNI01_PRI,PRI_V_C,V,0.0006,UNI01,0,0,0,0,4,3,0,0
UNI01_PRI,PRI_A,A,1.2,UNI01,0,0,0,0,0,0,0,0
UNI01_PRI,PRI_A_A,A,1.2,UNI01,0,0,0,0,5,3,0,0
UNI01_PRI,PRI_A_B,A,1.2,UNI01,0,0,0,0,5,3,0,0
UNI01_PRI,PRI_A_C,A,1.2,UNI01,0,0,0,0,5,3,0,0
UNI01_PRI,PRI_PF,,0.01,UNI01,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,UNI01,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,UNI01,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,UNI01,0,0,0,0,0,0,0,0
,V_B,V,1.0,GRE07B,0,0,0,0,0,0,0,0
,V_C,V,1.0,GRE07B,0,0,0,0,0,0,0,0
,A,A,1.0,GRE07B,0,0,0,0,0,0,0,0
,A_A,A,1.0,GRE07B,0,0,0,0,0,0,0,0
,A_B,A,1.0,GRE07B,0,0,0,0,0,0,0,0
,A_C,A,1.0,GRE07B,0,0,0,0,0,0,0,0
,PF,,1.0,GRE07B,0,0,0,0,0,0,0,0
,PF_A,,1.0,GRE07B,0,0,0,0,0,0,0,0
UNI01_CHK,CHK_KW_COMP,KW,0.0072,UNI01,0,0,0,0,0,0,0,0
UNI01_CHK,CHK_KW_A,KW,0.0072,UNI01,0,0,0,0,0,0,0,0
